id;movie_name;year;certificate;runtime_min;genre;rating;description;director;star;votes;gross_in_dollar;with_description
tt0071085;43: The Richard Petty Story;1972;G;83;Biography, Comedy, Drama;6.3;Race car driver Richard Petty stars in his own b-movie bio.;Edward J. Lakso;"Darren McGavin, 
Kathie Browne, 
Noah Beery Jr., 
L.Q. Jones";112.0;;true
tt0087039;Cento giorni a Palermo;1984;;107;Biography, Crime, Drama;6.5;In the late 1970s and early 80s, assassinations in Sicily get the attention of Communist deputy, Pio La Torre, who appeals to General Carlo Alberto Dalla Chiesa to become prefect in Palermo...                See full summary »;Giuseppe Ferrara;"Lino Ventura, 
Giuliana de Sio, 
Arnoldo Foà, 
Lino Troisi";672.0;;true
tt18304008;Untitled Buster Keaton Biopic;;;;Biography;;Follows the life of filmmaker and comedian Buster Keaton.;James Mangold;;;;true
tt1319091;Hadashi no Gen;1976;;;Biography, Drama, War;7.7;The story of Gen Nakaoka and his family, who lived in Hiroshima at the time it was atom-bombed, and their struggles and trials amidst the nuclear holocaust.;Tengo Yamada;"Sachiko Hidari, 
Hirokazu Ishimatsu, 
Chizuko Iwahara, 
Akiko Kana";85.0;;true
tt10666528;The Perfect Summer;;;;Biography, Drama, Sport;;"A true story of the summer basketball legend Jerry Lucas and the ""Middie Magic"" started a 76 game winning streak that captivated Middletown, Ohio in the mid 1950s.";"Phoebe Plasto, 
Jerry Lucas, 
J.B. Deaton, 
Don Woody Withrow";;;;true
tt0102444;Milena;1990;;139;Biography, Drama;6.2;Prague, 1920. Milena's father wants her to follow in his footsteps and be one of the first female doctors in Czechoslovakia, but she is determined to be a writer. She elopes to Vienna with ...                See full summary »;Véra Belmont;"Valérie Kaprisky, 
Stacy Keach, 
Gudrun Landgrebe, 
Nick Mancuso";91.0;;true
tt0050175;Beau James;1957;;105;Biography, Drama;6.6;Biopic of the political career of Jimmy Walker, flamboyant and somewhat corrupt Mayor of New York City from 1926-1932.;Melville Shavelson;"Bob Hope, 
Vera Miles, 
Paul Douglas, 
Alexis Smith";458.0;;true
tt0047026;Joan of Arc at the Stake;1954;;80;Biography, Drama, History;5.7;Surreal musical about the time of the execution of Joan of Arc.;Roberto Rossellini;"Ingrid Bergman, 
Tullio Carminati, 
Giacinto Prandelli, 
Augusto Romani";365.0;;true
tt12810126;Scotty and the Secret History of Hollywood;;;;Biography;;The story of Scotty Bowers, a World War II Marine combat veteran who became a legendary male hustler in Hollywood throughout the 1940s up to the 1980s.;Luca Guadagnino;;;;true
tt0772174;The Iron Man;2006;Not Rated;93;Biography, Comedy;4.4;"A tale based on the life of the inventor of the original ""Iron Man"".";Alex Nam;"Nathan Bexton, 
Kathryn Fiore, 
Natasha Melnick, 
Nick Nicotera";129.0;;true
tt0045198;The Story of Will Rogers;1952;Approved;109;Biography, Comedy, Drama;6.6;The homespun humorist and social critic starts as a cowboy and goes on to vaudeville, movies, radio.;Michael Curtiz;"Will Rogers Jr., 
Jane Wyman, 
Carl Benton Reid, 
Eve Miller";505.0;;true
tt9062342;El Potro, lo mejor del amor;2018;;122;Biography, Drama, Music;5.2;A young man with charisma and magnetism enters the atmosphere of tropical music as a romantic singer and undertakes a vertiginous ascent to fame.;Lorena Muñoz;"Rodrigo Romero, 
Florencia Peña, 
Fernán Mirás, 
Daniel Aráoz";759.0;;true
tt15712278;Srimulat: Hil yang Mustahal - Babak Pertama;2022;;110;Biography, Comedy, Drama;7.2;A biopic about Srimulat the first comedy group in Indonesia.;Fajar Nugros;"Juan Bione Subiantoro, 
Elang El Gibran, 
Dimas Anggara, 
Ibnu Jamil";128.0;;true
tt0089585;Meteor & Shadow;1985;Not Rated;101;Biography, Drama;5.6;The rise and fall of the Greek poet Napoleon Lapathiotis.;Takis Spetsiotis;"Takis Moshos, 
Yiorgos Kendros, 
Michail Marmarinos, 
Giannis Zavradinos";145.0;;true
tt9231140;A Man Called Ahok;2018;;102;Biography, Drama;8.2;Depicts the life of the titular former governor of Jakarta before he ran for office, Ahok learned a lot about discipline from his father who ran a mining business in Belitung while dealing with various corrupt people.;Putrama Tuta;"Daniel Mananta, 
Kin Wah Chew, 
Eric Febrian, 
Denny Sumargo";4332.0;;true
tt0345547;Lapu-Lapu;2002;;125;Action, Biography, War;6.2;A semi-fictonal account about the life of Filipino hero Lapu-Lapu before, during, and after the fateful Battle of Mactan;William Mayo;"Lito Lapid, 
Joyce Jimenez, 
Dante Rivero, 
Vic Vargas";45.0;;true
tt3520022;Sally Pacholok;2015;Not Rated;83;Biography, Drama, Romance;8.5;Feisty ER nurse takes on the medical establishment when she uncovers an epidemic of misdiagnosis.;Elissa Leonard;"Annet Mahendru, 
Andrew Ballard, 
Maboud Ebrahimzadeh, 
Richard Pilcher";94.0;;true
tt0380757;Tirad Pass: The Story of Gen. Gregorio del Pilar;1996;;;Action, Biography, History;8.3;Tirad Pass: The Last Stand of Gen. Gregorio del Pilar recounts the early days of American occupation of the Philippines with one of the earliest resistance of the American government which ...                See full summary »;Carlo J. Caparas;"Romnick Sarmenta, 
Joel Torre, 
Julio Diaz, 
Tommy Abuel";54.0;;true
tt0101460;Bix;1991;;100;Biography, Drama, Music;6.1;Biopic of troubled jazz musician/composer Bix Beiderbecke (1903-1931), who played with the Paul Whiteman band, among others.;Pupi Avati;"Bryant Weeks, 
Emile B. Levisetti, 
Julia Ewing, 
Mark Collver";155.0;;true
tt3645938;72 Miles Ek Pravas;2013;;92;Biography, Drama;7.1;The film is set in the time of 50's and 60's about journey of a 13 year old young boy who ran away from his hostel and how this young boy matures with time when he meets a woman and her kids.;Rajiv Patil;"Smita Tambe, 
Chinmay Sant, 
Chinmay Kambli, 
Esha Mane";836.0;;true
tt0210931;A Question of Faith;1979;;97;Biography, Drama;5.6;The last days of famous Russian author Leo Tolstoy which are paralleled with one of his last stories - The Death of Ivan Ilyich - about a man who is happy with his life until he finds out he's sick and is about to die.;Colin Nears;"Harry Andrews, 
Alan Dobie, 
Rosemary Leach, 
Annette Crosbie";16.0;;true
tt0200191;Så vit som en snö;2001;;154;Biography, Drama, Romance;6.2;Inspired by real-life Elsa Andersson, this mostly fictional movie tells the story of her upbringing as a farmer's daughter, in the early 1900s, who dreams of getting away from the farm and becoming an aviatrix.;Jan Troell;"Amanda Ooms, 
Rikard Wolff, 
Björn Granath, 
Björn Kjellman";584.0;;true
tt13261780;Hari Singh Nalwa - Champion of the Khalsa Ji;2022;;;Biography;;;Prabhleen Sandhu;;;;false
tt0318673;The Secrets of Sarah Jane: Sana'y mapatawad mo;1994;;126;Biography, Drama;8.0;;Maryo J. de los Reyes;"Gelli de Belen, 
Richard Gomez, 
Jomari Yllana, 
Karla Estrada";18.0;;false
tt1122583;The Devil's Angel;;;;Action, Biography, Crime;;Even the Devil began as an Angel. An unknown boy from the slums of a South American town becomes the biggest and richest drug dealer the world has known after he is recruited by a US Government Agent who he ultimately befriends.;John Leguizamo;;;;true
tt10579092;Merhaba Güzel Vatanim;2019;;99;Biography, Drama;5.0;Through a moving depiction of the tumultuous lives of Nâzim Hikmet and Ahmet Ümit, the movie offers a panorama of different eras across a geography spanning from Turkey to Moscow. While ...                See full summary »;Cengiz Özkarabekir;"Yetkin Dikinciler, 
Serkan Altintas, 
Berna Laçin, 
Pelin Batu";247.0;;true
tt10328018;A Child of the King;2019;;89;Biography, Drama;5.0;An American doctor establishes an orphanage in Ecuador to help the starving and homeless children of the Amazon rain-forest.;Jason Campbell;"Kathy Patterson, 
Michael Sigler, 
Dean Cain, 
Daniel Brooks";42.0;;true
tt1993428;The Woman Knight of Mirror Lake;2011;;115;Biography, Drama;6.2;The film tells the story of Qiu Jin and her involvement in revolutionary uprisings against the Qing Dynasty in Anhui province. Influences on her life are shown through a series of flashbacks.;Herman Yau;"Yi Huang, 
Yu-Hang To, 
Rose Chan, 
Patricia Ha";397.0;;true
tt2300783;Amy Winehouse: Fallen Star;2012;;51;Biography;1.6;A biography on the life of Amy Winehouse.;Jason Boritz;"Julia Eringer, 
Josh Mann, 
Sarah Rochelle, 
Alain Azoulay";166.0;;true
tt2952634;How Strange to Be Named Federico;2013;;90;Biography;7.0;An exciting and visionary portrait of the master filmmaker Federico Fellini, based on the memories and the feelings of his great friend director Ettore Scola.;Ettore Scola;"Tommaso Lazotti, 
Maurizio De Santis, 
Giacomo Lazotti, 
Giulio Forges Davanzati";718.0;;true
tt0046795;The Bob Mathias Story;1954;Approved;80;Biography, Drama, Sport;5.9;California school boy and Stanford University student Bob Mathias was the first man to win two Olympic Gold Medals in the Decathlon in the 1948 and 1952 Olympics. The film begins with him ...                See full summary »;Francis D. Lyon;"Bob Mathias, 
Ward Bond, 
Melba Mathias, 
Howard Petrie";120.0;;true
tt6443138;Exodos 1826: A Road of No Return;2017;;96;Adventure, Biography, History;6.7;Captain Mihos Floros returns to Samarina to gather more men and lead them to the besieged by the Ottomans, Missolonghi, in order to assist the fight of the resistance at General Makris' bastion.;Vasilis Tsikaras;"Dimitris Papadopoulos, 
Leonidas Kakouris, 
Maria Androutsou, 
Vasilis Tsikaras";372.0;;true
tt6533944;The Greatest Love of All: Whitney Houston;2012;Not Rated;59;Biography;6.2;In this film we pay tribute to one of the most gripping rags to riches stories ever told. Whitney Elizabeth Houston first showed the vocal range and star quality that would soon make her a legend in music.;Ray Newman;"Whitney Houston, 
Grace Wan";12.0;;true
tt0048391;The Life and Loves of Mozart;1955;Not Rated;87;Biography, Drama, Music;6.8;"Explores the mental state of Mozart during production of his final opera ""Die Zauberflöte"".";Karl Hartl;"Oskar Werner, 
Johanna Matz, 
Gertrud Kückelmann, 
Nadja Tiller";107.0;;true
tt0104918;Death of a Neapolitan Mathematician;1992;;108;Biography, Drama;6.7;Naples. Professor Renato Caccioppoli, professor of pure mathematics, is a tormented and disillusioned man living a difficult life. Back from the psychiatric hospital, abandoned by his wife,...                See full summary »;Mario Martone;"Carlo Cecchi, 
Anna Bonaiuto, 
Renato Carpentieri, 
Toni Servillo";385.0;;true
tt13717916;My Father Mujib;2021;;49;Animation, Biography;5.9;The film portrays the childhood and political inception of the father of the nation of Bangladesh, Bangabandhu Sheikh Mujibur Rahman. The story-line apprises his outgrowth as the greatest Bengali of all time.;Sohel Mohammad Rana;"Raju Ahmed, 
Atikur Rahman Mahi, 
Mohammad Rafique, 
Mehbuba Mehnaz Bipa";45.0;;true
tt5330074;MS Bitta: Hit List;;;;Biography;;A biopic based on the chairman of All-India Anti-Terrorist Front, MS Bitta's life. A braveheart, who has been the living example of true patriotism.;;;;;true
tt6881934;A Trip Into the Supernatural;1997;;205;Biography;8.8;A Trip Into the Supernatural warns us of the fascinating lure of occultism and opens our eyes to the titanic supernatural struggle taking place in our world today. As a young boy, Roger ...                See full summary »;Daniel F. Houghton;"Cynthia Grosse, 
Cyril Grosse, 
Daniel F. Houghton, 
Karen Houghton";11.0;;true
tt3766362;Untitled Jesse Owens Biopic;;;;Biography, Drama, Sport;;The story of Olympic champion Jesse Owens who won the gold in Track and Field events at the 1936 games.;Anthony Mackie;;;;true
tt0064157;Bloody Che Contra;1968;PG-13;88;Biography, Drama;5.6;The story of Che Guevara's desperate attempt to escape the mountains of Bolivia. Pursued by an elite ranger unit of the army led by a determined CIA agent, Che is eventually trapped and his men are killed.;Paolo Heusch;"Francisco Rabal, 
John Ireland, 
Susanna Martinková, 
Howard Ross";112.0;;true
tt9590916;Figli del destino;2019;;92;Biography, History, War;7.1;The story of four Italian children facing the racial laws and the wave of hate brought by fascism against the Jews.;"Francesco Miccichè, 
Marco Spagnoli";"Massimo Poggio, 
Massimiliano Gallo, 
Valentina Lodovini, 
Liliana Segre";118.0;;true
tt22648432;Pyotr I: Posledniy tsar i pervyy imperator. Film;2022;;112;Biography, History;5.1;How to take the throne when you are the fourteenth child in the family? How to win access to the sea when there is no professional army and navy in the country? How in a few decades to ...                See full summary »;Andrey Kravchuk;"Yuliya Bocharova, 
Aleksandr Bolshakov, 
Andrey Butin, 
Wolfgang Cerny";58.0;;true
tt4319698;Little Big Master;2015;;112;Biography, Drama;7.2;Based on a true story, Little Big Master chronicles the struggles of the lowest-paid headmistress in Hong Kong history.;Adrian Kwan;"Miriam Chin Wah Yeung, 
Louis Koo, 
Winnie Yuen-Ying Ho, 
Shun-ying Fu";803.0;;true
tt0070325;Little Laura and Big John;1973;R;82;Biography, Crime, Drama;3.4;Based on a true story, this action-packed, hard-hitting depiction of the infamous Ashley gang - who terrorized the southeast in the 1920's - also illustrates a desperate love between two people destined for destruction.;Luke Moberly;"Fabian, 
Karen Black, 
Ivy Thayer, 
Ken Miller";213.0;;true
tt3165636;Bergoglio, the Pope Francis;2015;Not Rated;104;Biography, Drama, History;6.2;A look at the life of Jorge Mario Bergoglio, form his early childhood days in Argentina to his becoming Pope Francis.;Beda Docampo Feijóo;"Darío Grandinetti, 
Silvia Abascal, 
Anabella Agostini, 
Eugenia Alonso";561.0;;true
tt0046819;Deadly Decision;1954;;92;Biography, Drama, War;6.5;Brief biopic of Wilhelm Canaris, army intelligence (Abwehr) chief of Nazi Germany from 1935 to 1944.;Alfred Weidenmann;"O.E. Hasse, 
Barbara Rütting, 
Adrian Hoven, 
Martin Held";293.0;;true
tt2983414;Flying Horse;;;;Biography, Drama;;A biopic of pioneer photographer Eadweard Muybridge, following the courtship and love affair between Muybridge's wife, Flora, and Harry Larkyns.;Gary Oldman;;;;true
tt0496532;Lola, la película;2007;;100;Biography, Music;5.5;Movie about the life Lola Flores, the most famous Spanish flamenco singer of all times.;Miguel Hermoso;"Gala Évora, 
José Luis García-Pérez, 
Carlos Hipólito, 
Alfonso Begara";160.0;;true
tt6341250;Walking on Palmettos;;;;Biography, Drama;;A privileged but restless surfer builds a marijuana-smuggling empire in the 1970's that makes him rich, but also estranges him from his disapproving father and draws the attention of an FBI agent who will stop at nothing to bring him down.;Sean McNamara;Josh Lucas;;;true
tt0820987;Pacquiao: The Movie;2006;;109;Action, Biography, Drama;5.3;Jericho Rosales portrays Filipino boxer Manny Pacquiao as he struggles out of poverty to become a champion and national hero. Yet when the pressures of his sport, his personal life and the ...                See full synopsis »;Joel Lamangan;"Jericho Rosales, 
Bea Alonzo, 
Jay Manalo, 
Bayani Agbayani";54.0;;true
tt6259866;Sweet Pain;2019;;78;Biography, Crime, Drama;7.9;Carlo, a young music composer from a wealthy family, is going through an emotional crisis. When he moves to a new house he recalls the events and factors that led to his condition: the ...                See full summary »;Gonzalo López;"Amiran Winter, 
Paula Celieres, 
Fede Terra, 
Pep Tosar";13.0;;true
tt1606652;PiraMMMida;2011;G;105;Biography, Crime, Drama;6.4;"Russia, early 90s. A fictional story inspired by financier Sergey Mavrodi, his securities company ""MMM"", and the pyramid scheme he ran that left upwards of fifteen million investors with nothing when it crashed.";Eldar Salavatov;"Aleksey Serebryakov, 
Fedor Bondarchuk, 
Pyotr Fyodorov, 
Ekaterina Vilkova";1568.0;;true
tt6213994;Rudar;2017;;98;Biography, Drama, History;7.0;2009, Slovenia, European Union. For 30 years, Alija, the miner, has been one of the many Bosnian immigrant workers. Due to the crisis, miners are losing jobs. Alija is sent to check an ...                See full summary »;Hanna Antonina Wojcik Slak;"Leon Lucev, 
Marina Redzepovic, 
Zala Djuric, 
Tin Marn";323.0;;true
tt2225946;Soegija;2012;;115;Biography, Drama, History;6.5;This movie follows the story of Dutch East Indies' (now Indonesia) first indigenous bishop, Albertus Soegijapranata SJ, from his inauguration until the end of Indonesia's independence war (1940-1949).;Garin Nugroho;"Nirwan Dewanto, 
Annisa Hertami Kusumastuti, 
Wouter Braaf, 
Muhammad Abbe";139.0;;true
tt4212668;Untitled Paul Robeson Project;;;;Biography, Drama;;A look at the life and work of American actor, singer and activist, Paul Robeson.;Steve McQueen;;;;true
tt15289316;Unt. Maria Felix Project;;;;Biography;;Recounts the life of the queen of Mexican cinema, Maria Felix.;Matthew Heineman;Eiza González;;;true
tt14824880;Joachim and the Apocalypse;;;;Action, Adventure, Biography;;What drives a man to leave everything behind and take up a monastic life?;Jordan River;"Bill Hutchens, 
Elisabetta Pellini, 
Nikolay Moss, 
Alessio Braconi";;;true
tt16823480;Morningstar;2022;;;Biography;8.2;"In a world emerging from the Black Death, one ambitious priest faces the fury of a corrupt church as he struggles to maintain his integrity. ""Morningstar"" tells the story of John Wycliffe: ...                See full summary »";Murdo MacLeod;"Jared Morgan, 
Marcus Houden, 
Jon Buckeridge, 
Bernard O'Sullivan";23.0;;true
tt1804604;Mee Sindhutai Sapkal;2010;;110;Biography, Drama;7.8;The story revolves around Sindhutai and her achievements reflecting the fate of millions of exploited women through out the world.;Anant Mahadevan;"Jyoti Chandekar, 
Ameya Hunaswadkar, 
Neena Kulkarni, 
Upendra Limaye";158.0;;true
tt1647692;Yaroslav. Tysyachu let nazad;2010;;100;Action, Biography, Drama;5.0;Young Russian Prince Yaroslav fights the robbers, tribes and the invaders. He is the first to unite Russian lands and to create the original Russian state.;Dmitriy Korobkin;"Aleksandr Ivashkevich, 
Svetlana Chuykina, 
Aleksey Kravchenko, 
Viktor Verzhbitskiy";591.0;;true
tt0249836;Nawab Sirajuddaula;1967;;131;Biography, Drama, History;7.9;Mirza Muha Siraj ud-Daulah, more commonly known as Siraj ud-Daulah (1733 - July 2, 1757), was the last independent Nawab of Bengal. The end of his reign marked the start of British East ...                See full summary »;Khan Ataur Rahman;"Anwar Hossain, 
Anis, 
Anowara, 
Tejen Chakraborty";205.0;;true
tt10738914;Nothing to Lose 2;2019;PG-13;96;Biography, Drama;3.1;Part 2 of Edir Macedo's self-financed biopic.;Alexandre Avancini;"Petrônio Gontijo, 
Day Mesquita, 
Beth Goulart, 
Dalton Vigh";674.0;;true
tt0163180;Rembrandt;1999;;103;Biography, Drama, History;6.2;Iconic artist Rembrandt van Rijn worked in the fields of painting, drafting, and printing, becoming the most iconic artist in all of Dutch history. This documentary profiles the story of a ...                See full summary »;Charles Matton;"Klaus Maria Brandauer, 
Romane Bohringer, 
Jean Rochefort, 
Johanna ter Steege";397.0;;true
tt0298757;Beyond the Next Mountain;1987;PG;97;Adventure, Biography, Drama;6.9;The story of how the Gospel of John changed the course of history for a tribe of headhunters.;"James F. Collier, 
Rolf Forsberg";"Chong Aier, 
Narola Aier, 
Noktila Aier, 
Sashimeren Aier";124.0;;true
tt10661100;The Last Darling Bulgaria;2021;;90;Biography, Drama, Mystery;6.1;A stark experiment by director A. Fedorchenko and a new form of cinema, which takes the spectator into the recollections of the protagonist, along corridors of memory and through key events of Russian history from the Silver Age to WWII.;Aleksey Fedorchenko;"Ilya Belov, 
Konstantin Itunin, 
Javohir Zakirov, 
Alyona Artyomova";115.0;;true
tt4359240;The Interrogation;2016;;83;Biography, Drama, History;6.9;In 1946, Rudolf Franz Ferdinand Höss, the longest serving commander of Auschwitz concentration camp, is awaiting trial in a Polish prison. Albert, a young and successful Polish ...                See full summary »;Erez Pery;"Joan Blackham, 
Romanus Fuhrmann, 
Maciej Marczewski";82.0;;true
tt0177636;Beloved Clara;2008;;107;Biography, Drama, Music;5.5;A look at the lives of 19th-century composers Clara and Robert Schumann.;Helma Sanders-Brahms;"Martina Gedeck, 
Pascal Greggory, 
Malik Zidi, 
Aline Annessy";291.0;;true
tt0032396;A Dispatch from Reuters;1940;Approved;90;Biography, Drama;6.9;Starting with a small flock of carrier pigeons, nineteenth-century entrepreneur Julius Reuter turns his small company into Europe's most respected news wire service.;William Dieterle;"Edward G. Robinson, 
Edna Best, 
Eddie Albert, 
Albert Bassermann";629.0;;true
tt0425278;Mój Nikifor;2004;;97;Biography, Drama;6.7;"Story of the last eight years of life of Nikifor Krynicki, famous ""naive artist"".";Krzysztof Krauze;"Krystyna Feldman, 
Roman Gancarczyk, 
Jerzy Gudejko, 
Jowita Budnik";846.0;;true
tt3529186;Titan: The Life of John D. Rockefeller;;;;Biography, Drama;;A biopic depicting the epic and controversial life of John D. Rockefeller Sr.;Lasse Hallström;;;;true
tt8563028;Two Crowns;2017;;92;Biography;6.4;Recreation of facts and stories of both experts and people who met Maximilian Kolbe and were shocked by his words and actions.;Michal Kondrat;"Adam Woronowicz, 
Artur Barcis, 
Pawel Delag, 
Arkadiusz Janiczek";74.0;;true
tt0296008;Inch'Allah dimanche;2001;Not Rated;98;Biography, Drama;6.5;Zouina is a woman who is torn from her home in Algeria. With her 3 children and her mother-in-law, she rejoins her husband in a foreign, unaccommodating land.;Yamina Benguigui;"Fejria Deliba, 
Rabia Mokeddem, 
Amina Annabi, 
Anass Behri";561.0;;true
tt15169898;Aum!;2021;;85;Adventure, Biography, Drama;7.4;A group of young people are fighting for freedom of speech ahead of the 1998 reforms which were full of risks under the tight control of the authorities.;Bambang 'Ipoenk' K.M.;"Jefri Nichol, 
Chicco Jerikho, 
Aksara Dena, 
Agnes Natasya Tjie";33.0;;true
tt20881240;Her Majesty's Prime Ministers: Margaret Thatcher;2022;;62;Biography;;Queen Elizabeth II, the longest-reigning monarch in British history, ascended to the throne and was crowned Queen at the tender age of 27. Since that historic day, Her Majesty has worked ...                See full summary »;Amber Rondel;"Tony Blair, 
David Cameron, 
Richard Daleki, 
Boris Johnson";;;true
tt0256878;Leila Diniz;1987;;101;Biography, Drama;6.6;A star studded biography of Brazilian legend Leila Diniz, born in 1945 to a communist couple. She grows up to be an extraordinary woman in her own, undefinable, and unique style, unheard of...                See full summary »;Luiz Carlos Lacerda;"Louise Cardoso, 
Paulo César Grande, 
Diogo Vilela, 
Marcos Palmeira";179.0;;true
tt0072745;Bruce Lee and I;1976;R;87;Biography, Drama;3.5;HD. The story of action star Bruce Lee's life in the days leading up to untimely death.;Mar Lo;"Betty Ting Pei, 
Danny Lee, 
Sha Wang, 
Chun-Ku Lu";174.0;;true
tt5260860;Invasion 1897;2014;;113;Biography, Drama;3.4;Igie Ehanire a research student on African Art history gets touched, he gets more perturbed about the injustice of the British invasion of Benin.;Lancelot Oduwa Imasuen;"Murtaza Arif, 
Sandra Idubor, 
Ehigiator Joy Nosa, 
Mike Omoregbee";104.0;;true
tt2791334;Newton's Grace;2017;Not Rated;78;Biography, Drama, History;5.7;Sold into slavery, delivered from a terrible storm at sea, a troubled young man finds amazing grace in the darkest moments and becomes driving force behind the move to abolish the slave trade.;John Jackman;"Lunden De'Leon, 
Amber Dawn Fox, 
Rob Springer, 
Quinten Johnson";48.0;;true
tt10253302;The Legend of Joan of Arc;2019;;48;Animation, Adventure, Biography;;A young girl receives a divine vision that drives her to rid France of its oppressors.;Steven Ritz-Barr;"Andia Winslow, 
William O'Leary, 
Phil Baron, 
Steven Ritz-Barr";;;true
tt0076166;Hughes and Harlow: Angels in Hell;1977;R;95;Biography, Drama;3.9;When maverick first-time director Howard Hughes has to recast the female lead in his aerial war picture Hell's Angels (1930), he chooses a fiery, unknown movie extra named Jean Harlow, launching both of their Hollywood careers in the process.;Larry Buchanan;"Victor Holchak, 
Lindsay Bloom, 
David McLean, 
Charles Aidikoff";54.0;;true
tt0218177;Es mi vida;1982;PG;105;Biography, Drama, Music;6.3;Alberto Aguilera llega de Ciudad Juárez a la capital para hacer una carrera en música, pero en medio de una confusión es acusado de robar y es enviado a prisión.;Gonzalo Martínez Ortega;"Juan Gabriel, 
Guillermo Murray, 
Narciso Busquets, 
Leonor Llausás";46.0;;true
tt0005960;The Regeneration;1915;Passed;72;Biography, Crime, Drama;6.8;A boy surrounded by violence grows up to become an infamous gangster.;Raoul Walsh;"Rockliffe Fellowes, 
Anna Q. Nilsson, 
William Sheer, 
Carl Harbaugh";1341.0;;true
tt0369649;Lagalag: The Eddie Fernandez Story;1994;;120;Action, Biography, Crime;5.9;;Romy Suzara;"Rudy Fernandez, 
Dawn Zulueta, 
Rosa Rosal, 
Claudine Barretto";14.0;;false
tt0175215;Svatby pana Voka;1971;;98;Biography, Comedy, History;6.7;"Czech nobleman Petr Vok of Rozmberk (Milos Kopecký) is no longer so young, but his amatory adventures continue to arouse the envy of men and the indignation of respectable ladies. In his ""...                See full summary »";Karel Steklý;"Milos Kopecký, 
Pavel Landovský, 
Vladimír Brabec, 
Otakar Brousek";98.0;;true
tt15554876;Maharashtra Shahir;;;;Biography;;;Kedar Shinde;"Ankush Chaudhari, 
Sana Kedar Shinde, 
Ankush Prashant More, 
Parinita Dilip Ghone";;;false
tt0186257;José Rizal;1998;TV-PG;178;Biography, Drama, History;7.6;Jose Rizal's life and works are recounted through a series of non-linear flashbacks which reflect on various aspects of his life - as writer, propagandist, lover, friend, brother, doctor, and the man that inspired a revolution.;Marilou Diaz-Abaya;"Cesar Montano, 
Joel Torre, 
Jaime Fabregas, 
Gloria Diaz";433.0;;true
tt0311539;To monon tis zois tou taxeidion;2001;;85;Biography, Drama;6.7;As Georgios Vizneyos, one of Greece's greatest authors, degenerates in an Athens mental asylum, the tale of another story-teller, his grandfather, begins to emerge through his mad ramblings...                See full summary »;Lakis Papastathis;"Ilias Logothetis, 
Fragiski Moustaki, 
Lazaros Andreou, 
Ali Emre Ates";166.0;;true
tt0183752;Selahattin Eyyubi;1970;;63;Biography, History, War;4.6;A lion-hearted Richard attacks the Al-Quds but in the face of him there is a Sultan Selahaddin.;Süreyya Duru;"Cüneyt Arkin, 
Orhan Günsiray, 
Katayun Amir Ebrahimi, 
Cihangir Gaffari";125.0;;true
tt9050464;Looking in the Mirror;2019;;;Biography;5.6;In life you have to play the hand you're dealt, and when faced with a lifetime of adversity, Roslyn Jones does just that. Based on a true story.;"Derrick Hammond, 
James Dibz Hunter";"Dorien Wilson, 
Avis-Marie Barnes, 
Cary-Hiroyuki Tagawa, 
Tray Chaney";23.0;;true
tt0340253;Mosku - lajinsa viimeinen;2003;;136;Biography, Drama, History;6.5;;Tapio Suominen;"Kai Lehtinen, 
Maria Järvenhelmi, 
Petter Sairanen, 
Rauno Ahonen";454.0;;false
tt1234918;Amália;2008;;127;Biography, Drama, Music;6.3;The story of singing legend Amália Rodrigues who ruled the famous Portuguese acoustic guitar and vocals based music genre called fado.;Carlos Coelho da Silva;"Sandra Barata Belo, 
Carla Chambel, 
Ricardo Carriço, 
José Fidalgo";766.0;;true
tt1621766;Approved for Adoption;2012;Not Rated;70;Animation, Biography, Drama;7.3;Comic-book artist Jung returns to Seoul for the first time since he was abandoned at the age of 5.;"Laurent Boileau, 
Jung Henin";"Maxym Anciaux, 
Cathy Boquet, 
Mahé Collet, 
Christelle Cornil";616.0;4015.0;true
tt0318402;The Lilian Velez Story: Till Death Do Us Part;1995;TV-14;94;Biography, Crime, Drama;6.0;Sharon Cuneta plays the biographical account of the murder case of Filipina movie actress Lilian Velez during the 1950's.;Carlo J. Caparas;"Sharon Cuneta, 
Cesar Montano, 
Joel Torre, 
Shannen Torres";24.0;;true
tt10270592;I, Leonardo;2019;;90;Biography, Drama;5.5;Discover Leonardo da Vinci, the man, the painter, the scientist and the inventor, through a unique, engaging and fascinating journey in the mind of Leonardo.;Jesus Garces Lambert;"Luca Argentero, 
Angela Fontana, 
Massimo De Lorenzo, 
Matt DeLuise";390.0;;true
tt0052715;The Crowning Experience;1960;;102;Biography, Drama, Musical;6.6;Inspired by the accomplishments of Mary McCleod Bethune, who made and sold so many sweet potato pies that, with her earnings, she established many schools for the under-privileged, this ...                See full summary »;"Marion Clayton Anderson, 
Rickard Tegström";"Muriel Smith, 
Ann Buckles, 
Louis Byles, 
George McCurdy";25.0;;true
tt8287232;King of Hearts;2019;;113;Biography, Drama, Music;6.2;Singer boy makes good: woos initially reluctant lass who then in 'behind every successful man there's a tough woman' way, pushes and stands by his struggle to success and standard to Finn singing star success, through alcoholism problems.;Aleksi Mäkelä;"Matti Ristinen, 
Tiina Lymi, 
Tatu Sinisalo, 
Talvikki Eerola";484.0;;true
